,0,1,labels
0,531.058162963018,467.951778555289,2
1,238.075628993101,80.9286307776347,3
2,39.9911967804655,570.333921373822,1
3,381.751518137753,77.8188071446493,3
4,62.4721636064351,361.364183970727,1
5,362.901047873311,611.975001869723,1
6,242.785581038333,287.775491271168,1
7,403.362267510965,484.245639969595,2
8,476.973083149642,698.707313113846,1
9,262.205086206086,99.3851171806455,3
10,428.416738985106,672.891783947125,1
11,87.5240249326453,277.324651111849,1
12,502.694172388874,620.851169526577,1
13,272.617953480221,667.912993673235,1
14,301.677886582911,9.9952198099345,3
15,547.911482653581,213.339990959503,6
16,631.36734503787,184.47330838535,3
17,408.653277275153,146.89072384499,3
18,549.331275350414,290.717720752582,6
19,65.0476292474195,547.50054301694,1
20,681.293653254397,301.021953881718,2
21,452.71671032533,384.269056585617,2
22,640.207188203931,365.498261759058,2
23,41.91665914841,345.863375300542,1
24,223.156541865319,280.151749844663,1
25,518.69304405991,470.297323493287,2
26,489.496774040163,47.8395261568949,3
27,680.525100696832,600.224846205674,1
28,163.830949645489,692.373309261166,1
29,294.806041987613,76.9589826930314,3
30,567.154810903594,287.438740138896,6
31,455.979184014723,70.667896582745,3
32,57.8066243324429,468.141754949465,1
33,632.761752232909,460.095338243991,2
34,314.860399020836,63.0081818904728,3
35,474.20871402137,473.527354584076,2
36,225.413523172028,483.561581722461,2
37,327.374926931225,630.936217377894,1
38,236.793216783553,624.072783929296,1
39,253.056664229371,478.080810210668,2
40,296.974148205481,458.327293302864,2
41,73.2046029530466,477.192225726321,1
42,10.4987883241847,164.732132758945,1
43,417.227328987792,345.974140916951,2
44,49.3568989448249,515.24544544518,1
45,401.486489549279,338.592021609657,2
46,479.180924408138,119.54318403732,3
47,551.176996761933,481.984539469704,2
48,218.532612081617,233.64140978083,1
49,97.9204837232828,325.547932251357,1
50,400.599595182575,678.801503567956,1
51,497.612372133881,602.290803473443,1
52,665.745277469978,11.2915235804394,3
53,596.595534682274,91.4476897567511,3
54,506.209403416142,481.646978645585,2
55,578.111205506139,10.3263880126178,3
56,603.965500299819,110.367924068123,3
57,593.268599710427,611.851875740103,1
58,267.692123702727,293.414543685503,1
59,98.8142982823774,414.652717858553,1
60,372.541974531487,676.515352167189,1
61,697.267962642945,123.93207794521,3
62,688.178516807966,410.953603172675,2
63,58.4960930747911,205.855396739207,1
64,14.9315855232999,21.2618875782937,1
65,318.267073971219,66.1575086414814,3
66,243.950057099573,42.3916571773589,3
67,40.5849998118356,696.549111115746,1
68,112.145708454773,621.764325583354,1
69,404.687268240377,689.904563711025,1
70,597.248391108587,299.540491285734,6
71,361.674493155442,413.672777218744,2
72,243.740778975189,78.3052961807698,3
73,81.158535182476,514.195229974575,1
74,294.115895568393,56.6087000770494,3
75,448.301617964171,691.232208488509,1
76,34.8023822531104,57.6363669009879,1
77,460.026661609299,151.363452640362,3
78,73.5184271587059,525.656527094543,1
79,1.06518580578268,642.984661692753,1
80,457.339642010629,304.999604844488,2
81,642.671469529159,613.416784675792,1
82,614.582462399267,111.318102339283,3
83,7.86929775495082,125.632969802245,1
84,544.503170880489,237.545606307685,6
85,482.773111201823,345.370979327708,2
86,201.557052065618,80.6290343636647,3
87,46.8742849770933,113.351802155375,1
88,489.288573060185,437.261295248754,2
89,695.017917826772,601.596272853203,1
90,87.9156929906458,634.87659660168,1
91,167.499315761961,606.689931312576,1
92,73.7909311661497,3.33566654007882,1
93,369.497691933066,697.355082910508,1
94,96.1112193064764,21.990108420141,1
95,488.326409133151,467.470346670598,2
96,529.269556934014,460.724883433431,2
97,181.389746931382,210.401178547181,1
98,625.846269354224,191.876121447422,3
99,31.199243105948,128.728733514436,1
100,593.922232580371,235.461962944828,6
101,254.904819279909,33.8646831456572,3
102,36.0742018092424,31.7979176528752,1
103,467.564502684399,8.57849670574069,3
104,474.670188501477,167.41886974778,3
105,454.689858132042,374.951267056167,2
106,269.770971825346,210.183512582444,1
107,233.134934492409,14.1641534632072,3
108,1.84610360302031,657.800460304134,1
109,67.1746101928875,496.095937793143,1
110,357.029491337016,415.420898981392,2
111,207.700333721004,685.197557718493,1
112,566.348275030032,287.432463560253,6
113,49.8040571343154,301.129425317049,1
114,295.186438085511,497.136477380991,2
115,600.481905438937,37.8874620422721,3
116,88.8458162313327,551.777557982132,1
117,605.875166831538,46.0898894816637,3
118,614.930290728807,607.979924115352,1
119,265.335332066752,491.242544958368,2
120,361.535417335108,44.1258702659979,3
121,638.33772642538,109.59031234961,3
